Date,Month,Day,YearShort,Flow,type,Year,waterYear
2/13/17,2,13,17,99998.62,Outflow,2017,2017
2/12/17,2,12,17,69130.92,Outflow,2017,2017
2/11/17,2,11,17,59472.22,Outflow,2017,2017
2/10/17,2,10,17,60697.33,Outflow,2017,2017
2/9/17,2,9,17,34252.63,Outflow,2017,2017
2/8/17,2,8,17,11687.44,Outflow,2017,2017
2/7/17,2,7,17,27424.79,Outflow,2017,2017
2/6/17,2,6,17,38741.16,Outflow,2017,2017
2/5/17,2,5,17,29910.8,Outflow,2017,2017
2/4/17,2,4,17,30014.16,Outflow,2017,2017
2/3/17,2,3,17,25772.15,Outflow,2017,2017
2/2/17,2,2,17,20462.85,Outflow,2017,2017
2/1/17,2,1,17,20187.07,Outflow,2017,2017
1/31/17,1,31,17,17077.41,Outflow,2017,2017
1/30/17,1,30,17,13078.92,Outflow,2017,2017
1/29/17,1,29,17,11416.7,Outflow,2017,2017
1/28/17,1,28,17,11366.29,Outflow,2017,2017
1/27/17,1,27,17,11116.73,Outflow,2017,2017
1/26/17,1,26,17,11331,Outflow,2017,2017
1/25/17,1,25,17,11150.51,Outflow,2017,2017
1/24/17,1,24,17,11098.58,Outflow,2017,2017
1/23/17,1,23,17,11031.02,Outflow,2017,2017
1/22/17,1,22,17,11053.2,Outflow,2017,2017
1/21/17,1,21,17,11081.44,Outflow,2017,2017
1/20/17,1,20,17,12715.92,Outflow,2017,2017
1/19/17,1,19,17,14333.27,Outflow,2017,2017
1/18/17,1,18,17,17730.3,Outflow,2017,2017
1/17/17,1,17,17,19784.75,Outflow,2017,2017
1/16/17,1,16,17,19768.11,Outflow,2017,2017
1/15/17,1,15,17,19764.58,Outflow,2017,2017
1/14/17,1,14,17,21309.83,Outflow,2017,2017
1/13/17,1,13,17,15520.57,Outflow,2017,2017
1/12/17,1,12,17,7314.86,Outflow,2017,2017
1/11/17,1,11,17,3316.87,Outflow,2017,2017
1/10/17,1,10,17,1599.19,Outflow,2017,2017
1/9/17,1,9,17,1623.9,Outflow,2017,2017
1/8/17,1,8,17,1366.27,Outflow,2017,2017
1/7/17,1,7,17,1452.99,Outflow,2017,2017
1/6/17,1,6,17,1993.45,Outflow,2017,2017
1/5/17,1,5,17,1932.44,Outflow,2017,2017
1/4/17,1,4,17,2020.17,Outflow,2017,2017
1/3/17,1,3,17,2142.68,Outflow,2017,2017
1/2/17,1,2,17,1954.12,Outflow,2017,2017
1/1/17,1,1,17,2139.15,Outflow,2017,2017
12/31/16,12,31,16,2017.14,Outflow,2016,2017
12/30/16,12,30,16,2059.49,Outflow,2016,2017
12/29/16,12,29,16,2051.93,Outflow,2016,2017
12/28/16,12,28,16,2115.46,Outflow,2016,2017
12/27/16,12,27,16,2131.59,Outflow,2016,2017
12/26/16,12,26,16,2118.98,Outflow,2016,2017
12/25/16,12,25,16,2171.92,Outflow,2016,2017
12/24/16,12,24,16,2279.81,Outflow,2016,2017
12/23/16,12,23,16,2273.76,Outflow,2016,2017
12/22/16,12,22,16,1645.07,Outflow,2016,2017
12/21/16,12,21,16,1656.17,Outflow,2016,2017
12/20/16,12,20,16,1671.8,Outflow,2016,2017
12/19/16,12,19,16,1854.3,Outflow,2016,2017
12/18/16,12,18,16,1894.13,Outflow,2016,2017
12/17/16,12,17,16,1836.66,Outflow,2016,2017
12/16/16,12,16,16,1860.85,Outflow,2016,2017
12/15/16,12,15,16,1696.5,Outflow,2016,2017
12/14/16,12,14,16,2120.5,Outflow,2016,2017
12/13/16,12,13,16,2273.76,Outflow,2016,2017
12/12/16,12,12,16,4907.09,Outflow,2016,2017
12/11/16,12,11,16,2528.67,Outflow,2016,2017
12/10/16,12,10,16,2156.09,Outflow,2016,2017
12/9/16,12,9,16,3371.07,Outflow,2016,2017
12/8/16,12,8,16,3345.35,Outflow,2016,2017
12/7/16,12,7,16,3245.53,Outflow,2016,2017
12/6/16,12,6,16,2806.41,Outflow,2016,2017
12/5/16,12,5,16,3372.63,Outflow,2016,2017
12/4/16,12,4,16,3468.42,Outflow,2016,2017
12/3/16,12,3,16,3465.9,Outflow,2016,2017
12/2/16,12,2,16,3463.38,Outflow,2016,2017
12/1/16,12,1,16,3660,Outflow,2016,2017
11/30/16,11,30,16,3714.45,Outflow,2016,2017
11/29/16,11,29,16,3516.31,Outflow,2016,2017
11/28/16,11,28,16,3532.5,Outflow,2016,2017
11/27/16,11,27,16,3544.09,Outflow,2016,2017
11/26/16,11,26,16,3501.24,Outflow,2016,2017
11/25/16,11,25,16,4328.06,Outflow,2016,2017
11/24/16,11,24,16,3562.7,Outflow,2016,2017
11/23/16,11,23,16,3584.38,Outflow,2016,2017
11/22/16,11,22,16,3627.23,Outflow,2016,2017
11/21/16,11,21,16,3001.06,Outflow,2016,2017
11/20/16,11,20,16,3765.87,Outflow,2016,2017
11/19/16,11,19,16,3717.98,Outflow,2016,2017
11/18/16,11,18,16,4091.56,Outflow,2016,2017
11/17/16,11,17,16,3879.31,Outflow,2016,2017
11/16/16,11,16,16,3755.79,Outflow,2016,2017
11/15/16,11,15,16,3344.95,Outflow,2016,2017
11/14/16,11,14,16,3351.5,Outflow,2016,2017
11/13/16,11,13,16,3448.3,Outflow,2016,2017
11/12/16,11,12,16,3748.78,Outflow,2016,2017
11/11/16,11,11,16,3703.41,Outflow,2016,2017
11/10/16,11,10,16,3722.31,Outflow,2016,2017
11/9/16,11,9,16,3339.05,Outflow,2016,2017
11/8/16,11,8,16,3847.25,Outflow,2016,2017
11/7/16,11,7,16,3554.93,Outflow,2016,2017
11/6/16,11,6,16,3662.32,Outflow,2016,2017
11/5/16,11,5,16,3362.34,Outflow,2016,2017
11/4/16,11,4,16,3678.45,Outflow,2016,2017
11/3/16,11,3,16,3676.44,Outflow,2016,2017
11/2/16,11,2,16,3577.12,Outflow,2016,2017
11/1/16,11,1,16,3293.27,Outflow,2016,2017
10/31/16,10,31,16,3633.53,Outflow,2016,2017
10/30/16,10,30,16,3593.7,Outflow,2016,2017
10/29/16,10,29,16,3563.45,Outflow,2016,2017
10/28/16,10,28,16,3725.29,Outflow,2016,2017
10/27/16,10,27,16,3403.89,Outflow,2016,2017
10/26/16,10,26,16,3521.91,Outflow,2016,2017
10/25/16,10,25,16,3527.96,Outflow,2016,2017
10/24/16,10,24,16,3138.25,Outflow,2016,2017
10/23/16,10,23,16,2452.03,Outflow,2016,2017
10/22/16,10,22,16,2431.92,Outflow,2016,2017
10/21/16,10,21,16,1853.24,Outflow,2016,2017
10/20/16,10,20,16,2013.41,Outflow,2016,2017
10/19/16,10,19,16,1907.29,Outflow,2016,2017
10/18/16,10,18,16,1573.03,Outflow,2016,2017
10/17/16,10,17,16,3237.26,Outflow,2016,2017
10/16/16,10,16,16,3062.27,Outflow,2016,2017
10/15/16,10,15,16,3990.43,Outflow,2016,2017
10/14/16,10,14,16,4093.78,Outflow,2016,2017
10/13/16,10,13,16,4299.73,Outflow,2016,2017
10/12/16,10,12,16,4692.82,Outflow,2016,2017
10/11/16,10,11,16,4497.86,Outflow,2016,2017
10/10/16,10,10,16,4767.24,Outflow,2016,2017
10/9/16,10,9,16,4699.73,Outflow,2016,2017
10/8/16,10,8,16,4365.98,Outflow,2016,2017
10/7/16,10,7,16,4358.77,Outflow,2016,2017
10/6/16,10,6,16,4342.08,Outflow,2016,2017
10/5/16,10,5,16,4329.32,Outflow,2016,2017
10/4/16,10,4,16,4065.19,Outflow,2016,2017
10/3/16,10,3,16,4083.34,Outflow,2016,2017
10/2/16,10,2,16,4045.48,Outflow,2016,2017
10/1/16,10,1,16,4045.48,Outflow,2016,2017
9/30/16,9,30,16,3815.08,Outflow,2016,2016
9/29/16,9,29,16,4046.99,Outflow,2016,2016
9/28/16,9,28,16,3998.09,Outflow,2016,2016
9/27/16,9,27,16,4018.26,Outflow,2016,2016
9/26/16,9,26,16,3962.8,Outflow,2016,2016
9/25/16,9,25,16,3911.88,Outflow,2016,2016
9/24/16,9,24,16,3909.86,Outflow,2016,2016
9/23/16,9,23,16,4161.74,Outflow,2016,2016
9/22/16,9,22,16,4461.41,Outflow,2016,2016
9/21/16,9,21,16,4413.21,Outflow,2016,2016
9/20/16,9,20,16,4410.75,Outflow,2016,2016
9/19/16,9,19,16,4410.24,Outflow,2016,2016
9/18/16,9,18,16,4514.6,Outflow,2016,2016
9/17/16,9,17,16,4287.68,Outflow,2016,2016
9/16/16,9,16,16,3602.98,Outflow,2016,2016
9/15/16,9,15,16,5272.76,Outflow,2016,2016
9/14/16,9,14,16,5672,Outflow,2016,2016
9/13/16,9,13,16,5092.22,Outflow,2016,2016
9/12/16,9,12,16,5583.27,Outflow,2016,2016
9/11/16,9,11,16,5855.06,Outflow,2016,2016
9/10/16,9,10,16,5803.64,Outflow,2016,2016
9/9/16,9,9,16,5806.66,Outflow,2016,2016
9/8/16,9,8,16,5911.02,Outflow,2016,2016
9/7/16,9,7,16,6578.03,Outflow,2016,2016
9/6/16,9,6,16,6409.13,Outflow,2016,2016
9/5/16,9,5,16,6463.63,Outflow,2016,2016
9/4/16,9,4,16,6226.17,Outflow,2016,2016
9/3/16,9,3,16,6347.27,Outflow,2016,2016
9/2/16,9,2,16,6708.76,Outflow,2016,2016
9/1/16,9,1,16,6856.32,Outflow,2016,2016
8/31/16,8,31,16,6639.79,Outflow,2016,2016
8/30/16,8,30,16,7080.47,Outflow,2016,2016
8/29/16,8,29,16,7487.18,Outflow,2016,2016
8/28/16,8,28,16,7908.2,Outflow,2016,2016
8/27/16,8,27,16,8017.15,Outflow,2016,2016
8/26/16,8,26,16,7844.73,Outflow,2016,2016
8/25/16,8,25,16,7642.11,Outflow,2016,2016
8/24/16,8,24,16,7457.58,Outflow,2016,2016
8/23/16,8,23,16,7241.85,Outflow,2016,2016
8/22/16,8,22,16,7596.88,Outflow,2016,2016
8/21/16,8,21,16,8352.27,Outflow,2016,2016
8/20/16,8,20,16,8365.88,Outflow,2016,2016
8/19/16,8,19,16,8375.46,Outflow,2016,2016
8/18/16,8,18,16,9088.54,Outflow,2016,2016
8/17/16,8,17,16,9086.53,Outflow,2016,2016
8/16/16,8,16,16,9482.34,Outflow,2016,2016
8/15/16,8,15,16,9590.74,Outflow,2016,2016
8/14/16,8,14,16,9566.59,Outflow,2016,2016
8/13/16,8,13,16,9518.19,Outflow,2016,2016
8/12/16,8,12,16,9967.95,Outflow,2016,2016
8/11/16,8,11,16,10403.09,Outflow,2016,2016
8/10/16,8,10,16,10567.8,Outflow,2016,2016
8/9/16,8,9,16,10529.99,Outflow,2016,2016
8/8/16,8,8,16,10421.09,Outflow,2016,2016
8/7/16,8,7,16,10376.27,Outflow,2016,2016
8/6/16,8,6,16,10391.95,Outflow,2016,2016
8/5/16,8,5,16,10150.5,Outflow,2016,2016
8/4/16,8,4,16,10127.41,Outflow,2016,2016
8/3/16,8,3,16,10768.2,Outflow,2016,2016
8/2/16,8,2,16,10769.71,Outflow,2016,2016
8/1/16,8,1,16,10721.82,Outflow,2016,2016
7/31/16,7,31,16,10824.16,Outflow,2016,2016
7/30/16,7,30,16,10653.25,Outflow,2016,2016
7/29/16,7,29,16,10919.45,Outflow,2016,2016
7/28/16,7,28,16,11464.95,Outflow,2016,2016
7/27/16,7,27,16,11708.96,Outflow,2016,2016
7/26/16,7,26,16,12094.65,Outflow,2016,2016
7/25/16,7,25,16,11317.74,Outflow,2016,2016
7/24/16,7,24,16,11079.27,Outflow,2016,2016
7/23/16,7,23,16,11206.82,Outflow,2016,2016
7/22/16,7,22,16,11239.14,Outflow,2016,2016
7/21/16,7,21,16,11300.95,Outflow,2016,2016
7/20/16,7,20,16,11182.42,Outflow,2016,2016
7/19/16,7,19,16,11012.57,Outflow,2016,2016
7/18/16,7,18,16,11247.05,Outflow,2016,2016
7/17/16,7,17,16,11262.73,Outflow,2016,2016
7/16/16,7,16,16,12604.3,Outflow,2016,2016
7/15/16,7,15,16,12626.54,Outflow,2016,2016
7/14/16,7,14,16,12545.42,Outflow,2016,2016
7/13/16,7,13,16,11342.49,Outflow,2016,2016
7/12/16,7,12,16,11351.36,Outflow,2016,2016
7/11/16,7,11,16,11278.06,Outflow,2016,2016
7/10/16,7,10,16,11432.89,Outflow,2016,2016
7/9/16,7,9,16,11403.7,Outflow,2016,2016
7/8/16,7,8,16,11234.35,Outflow,2016,2016
7/7/16,7,7,16,11448.67,Outflow,2016,2016
7/6/16,7,6,16,11446.15,Outflow,2016,2016
7/5/16,7,5,16,12825.07,Outflow,2016,2016
7/4/16,7,4,16,12816.05,Outflow,2016,2016
7/3/16,7,3,16,12731.9,Outflow,2016,2016
7/2/16,7,2,16,12763.72,Outflow,2016,2016
7/1/16,7,1,16,12676.04,Outflow,2016,2016
6/30/16,6,30,16,12771.88,Outflow,2016,2016
6/29/16,6,29,16,12265.2,Outflow,2016,2016
6/28/16,6,28,16,12267.72,Outflow,2016,2016
6/27/16,6,27,16,9415.19,Outflow,2016,2016
6/26/16,6,26,16,8968.5,Outflow,2016,2016
6/25/16,6,25,16,8987.96,Outflow,2016,2016
6/24/16,6,24,16,8954.69,Outflow,2016,2016
6/23/16,6,23,16,8890.16,Outflow,2016,2016
6/22/16,6,22,16,8648.21,Outflow,2016,2016
6/21/16,6,21,16,9219.42,Outflow,2016,2016
6/20/16,6,20,16,9243.72,Outflow,2016,2016
6/19/16,6,19,16,8140.67,Outflow,2016,2016
6/18/16,6,18,16,8117.93,Outflow,2016,2016
6/17/16,6,17,16,5523.53,Outflow,2016,2016
6/16/16,6,16,16,7108.6,Outflow,2016,2016
6/15/16,6,15,16,7365.73,Outflow,2016,2016
6/14/16,6,14,16,7846.7,Outflow,2016,2016
6/13/16,6,13,16,6518.89,Outflow,2016,2016
6/12/16,6,12,16,6505.63,Outflow,2016,2016
6/11/16,6,11,16,6503.61,Outflow,2016,2016
6/10/16,6,10,16,4905.88,Outflow,2016,2016
6/9/16,6,9,16,4617,Outflow,2016,2016
6/8/16,6,8,16,4549.64,Outflow,2016,2016
6/7/16,6,7,16,5180.5,Outflow,2016,2016
6/6/16,6,6,16,5525.04,Outflow,2016,2016
6/5/16,6,5,16,6534.37,Outflow,2016,2016
6/4/16,6,4,16,6248.96,Outflow,2016,2016
6/3/16,6,3,16,5301.09,Outflow,2016,2016
6/2/16,6,2,16,5054.56,Outflow,2016,2016
6/1/16,6,1,16,5023.8,Outflow,2016,2016
5/31/16,5,31,16,4656.12,Outflow,2016,2016
5/30/16,5,30,16,4517.98,Outflow,2016,2016
5/29/16,5,29,16,4585.03,Outflow,2016,2016
5/28/16,5,28,16,4722.16,Outflow,2016,2016
5/27/16,5,27,16,4537.14,Outflow,2016,2016
5/26/16,5,26,16,5394.21,Outflow,2016,2016
5/25/16,5,25,16,5814.48,Outflow,2016,2016
5/24/16,5,24,16,7077.15,Outflow,2016,2016
5/23/16,5,23,16,8152.22,Outflow,2016,2016
5/22/16,5,22,16,8012.46,Outflow,2016,2016
5/21/16,5,21,16,8154.18,Outflow,2016,2016
5/20/16,5,20,16,7627.84,Outflow,2016,2016
5/19/16,5,19,16,6393.66,Outflow,2016,2016
5/18/16,5,18,16,6194.31,Outflow,2016,2016
5/17/16,5,17,16,5947.27,Outflow,2016,2016
5/16/16,5,16,16,5948.99,Outflow,2016,2016
5/15/16,5,15,16,6139.41,Outflow,2016,2016
5/14/16,5,14,16,4861.36,Outflow,2016,2016
5/13/16,5,13,16,4171.12,Outflow,2016,2016
5/12/16,5,12,16,3836.91,Outflow,2016,2016
5/11/16,5,11,16,3829.15,Outflow,2016,2016
5/10/16,5,10,16,3855.92,Outflow,2016,2016
5/9/16,5,9,16,4382.76,Outflow,2016,2016
5/8/16,5,8,16,4699.48,Outflow,2016,2016
5/7/16,5,7,16,5454.36,Outflow,2016,2016
5/6/16,5,6,16,5799.71,Outflow,2016,2016
5/5/16,5,5,16,5528.92,Outflow,2016,2016
5/4/16,5,4,16,4918.89,Outflow,2016,2016
5/3/16,5,3,16,4281.08,Outflow,2016,2016
5/2/16,5,2,16,3419.62,Outflow,2016,2016
5/1/16,5,1,16,3430.71,Outflow,2016,2016
4/30/16,4,30,16,3425.67,Outflow,2016,2016
4/29/16,4,29,16,2703.21,Outflow,2016,2016
4/28/16,4,28,16,2074.06,Outflow,2016,2016
4/27/16,4,27,16,1910.21,Outflow,2016,2016
4/26/16,4,26,16,1636.3,Outflow,2016,2016
4/25/16,4,25,16,1412.51,Outflow,2016,2016
4/24/16,4,24,16,1409.93,Outflow,2016,2016
4/23/16,4,23,16,1427.43,Outflow,2016,2016
4/22/16,4,22,16,1436,Outflow,2016,2016
4/21/16,4,21,16,1439.53,Outflow,2016,2016
4/20/16,4,20,16,1442.55,Outflow,2016,2016
4/19/16,4,19,16,1380.54,Outflow,2016,2016
4/18/16,4,18,16,1106.38,Outflow,2016,2016
4/17/16,4,17,16,1106.13,Outflow,2016,2016
4/16/16,4,16,16,1089.99,Outflow,2016,2016
4/15/16,4,15,16,750.19,Outflow,2016,2016
4/14/16,4,14,16,394.25,Outflow,2016,2016
4/13/16,4,13,16,532.9,Outflow,2016,2016
4/12/16,4,12,16,523.32,Outflow,2016,2016
4/11/16,4,11,16,406.35,Outflow,2016,2016
4/10/16,4,10,16,0,Outflow,2016,2016
4/9/16,4,9,16,0,Outflow,2016,2016
4/8/16,4,8,16,561.13,Outflow,2016,2016
4/7/16,4,7,16,910.41,Outflow,2016,2016
4/6/16,4,6,16,1832.92,Outflow,2016,2016
4/5/16,4,5,16,2112.68,Outflow,2016,2016
4/4/16,4,4,16,1041.34,Outflow,2016,2016
4/3/16,4,3,16,2357.7,Outflow,2016,2016
4/2/16,4,2,16,2391.99,Outflow,2016,2016
4/1/16,4,1,16,2822.54,Outflow,2016,2016
3/31/16,3,31,16,3001.01,Outflow,2016,2016
3/30/16,3,30,16,3625.67,Outflow,2016,2016
3/29/16,3,29,16,4679.61,Outflow,2016,2016
3/28/16,3,28,16,5743.39,Outflow,2016,2016
3/27/16,3,27,16,6067.06,Outflow,2016,2016
3/26/16,3,26,16,6375.1,Outflow,2016,2016
3/25/16,3,25,16,6195.62,Outflow,2016,2016
3/24/16,3,24,16,2959.92,Outflow,2016,2016
3/23/16,3,23,16,428.03,Outflow,2016,2016
3/22/16,3,22,16,497.1,Outflow,2016,2016
3/21/16,3,21,16,0,Outflow,2016,2016
3/20/16,3,20,16,735.07,Outflow,2016,2016
3/19/16,3,19,16,824.81,Outflow,2016,2016
3/18/16,3,18,16,0,Outflow,2016,2016
3/17/16,3,17,16,0,Outflow,2016,2016
3/16/16,3,16,16,985.63,Outflow,2016,2016
3/15/16,3,15,16,921.6,Outflow,2016,2016
3/14/16,3,14,16,137.13,Outflow,2016,2016
3/13/16,3,13,16,32.77,Outflow,2016,2016
3/12/16,3,12,16,293.42,Outflow,2016,2016
3/11/16,3,11,16,290.9,Outflow,2016,2016
3/10/16,3,10,16,1043.11,Outflow,2016,2016
3/9/16,3,9,16,965.47,Outflow,2016,2016
3/8/16,3,8,16,807.66,Outflow,2016,2016
3/7/16,3,7,16,642.8,Outflow,2016,2016
3/6/16,3,6,16,513.23,Outflow,2016,2016
3/5/16,3,5,16,830.35,Outflow,2016,2016
3/4/16,3,4,16,1064.28,Outflow,2016,2016
3/3/16,3,3,16,851.02,Outflow,2016,2016
3/2/16,3,2,16,807.66,Outflow,2016,2016
3/1/16,3,1,16,468.36,Outflow,2016,2016
2/29/16,2,29,16,463.83,Outflow,2016,2016
2/28/16,2,28,16,471.39,Outflow,2016,2016
2/27/16,2,27,16,470.89,Outflow,2016,2016
2/26/16,2,26,16,454.75,Outflow,2016,2016
2/25/16,2,25,16,472.4,Outflow,2016,2016
2/24/16,2,24,16,468.87,Outflow,2016,2016
2/23/16,2,23,16,470.38,Outflow,2016,2016
2/22/16,2,22,16,461.81,Outflow,2016,2016
2/21/16,2,21,16,454.25,Outflow,2016,2016
2/20/16,2,20,16,447.69,Outflow,2016,2016
2/19/16,2,19,16,446.18,Outflow,2016,2016
2/18/16,2,18,16,473.41,Outflow,2016,2016
2/17/16,2,17,16,503.66,Outflow,2016,2016
2/16/16,2,16,16,468.87,Outflow,2016,2016
2/15/16,2,15,16,462.82,Outflow,2016,2016
2/14/16,2,14,16,461.81,Outflow,2016,2016
2/13/16,2,13,16,456.77,Outflow,2016,2016
2/12/16,2,12,16,468.87,Outflow,2016,2016
2/11/16,2,11,16,449.71,Outflow,2016,2016
2/10/16,2,10,16,384.67,Outflow,2016,2016
2/9/16,2,9,16,404.84,Outflow,2016,2016
2/8/16,2,8,16,520.8,Outflow,2016,2016
2/7/16,2,7,16,523.32,Outflow,2016,2016
2/6/16,2,6,16,533.4,Outflow,2016,2016
2/5/16,2,5,16,530.88,Outflow,2016,2016
2/4/16,2,4,16,356.44,Outflow,2016,2016
2/3/16,2,3,16,389.21,Outflow,2016,2016
2/2/16,2,2,16,394.76,Outflow,2016,2016
2/1/16,2,1,16,402.32,Outflow,2016,2016
1/31/16,1,31,16,400.3,Outflow,2016,2016
1/30/16,1,30,16,405.35,Outflow,2016,2016
1/29/16,1,29,16,705.82,Outflow,2016,2016
1/28/16,1,28,16,565.16,Outflow,2016,2016
1/27/16,1,27,16,434.59,Outflow,2016,2016
1/26/16,1,26,16,437.11,Outflow,2016,2016
1/25/16,1,25,16,443.16,Outflow,2016,2016
1/24/16,1,24,16,438.62,Outflow,2016,2016
1/23/16,1,23,16,20.67,Outflow,2016,2016
1/22/16,1,22,16,20.17,Outflow,2016,2016
1/21/16,1,21,16,20.67,Outflow,2016,2016
1/20/16,1,20,16,20.17,Outflow,2016,2016
1/19/16,1,19,16,273.26,Outflow,2016,2016
1/18/16,1,18,16,0,Outflow,2016,2016
1/17/16,1,17,16,0,Outflow,2016,2016
1/16/16,1,16,16,50.42,Outflow,2016,2016
1/15/16,1,15,16,988.66,Outflow,2016,2016
1/14/16,1,14,16,979.08,Outflow,2016,2016
1/13/16,1,13,16,458.79,Outflow,2016,2016
1/12/16,1,12,16,779.93,Outflow,2016,2016
1/11/16,1,11,16,386.19,Outflow,2016,2016
1/10/16,1,10,16,386.19,Outflow,2016,2016
1/9/16,1,9,16,393.24,Outflow,2016,2016
1/8/16,1,8,16,372.07,Outflow,2016,2016
1/7/16,1,7,16,388.71,Outflow,2016,2016
1/6/16,1,6,16,386.69,Outflow,2016,2016
1/5/16,1,5,16,503.15,Outflow,2016,2016
1/4/16,1,4,16,443.66,Outflow,2016,2016
1/3/16,1,3,16,456.27,Outflow,2016,2016
1/2/16,1,2,16,526.85,Outflow,2016,2016
1/1/16,1,1,16,526.34,Outflow,2016,2016
12/31/15,12,31,15,509.2,Outflow,2015,2016
12/30/15,12,30,15,473.41,Outflow,2015,2016
12/29/15,12,29,15,569.7,Outflow,2015,2016
12/28/15,12,28,15,428.54,Outflow,2015,2016
12/27/15,12,27,15,0,Outflow,2015,2016
12/26/15,12,26,15,507.18,Outflow,2015,2016
12/25/15,12,25,15,807.16,Outflow,2015,2016
12/24/15,12,24,15,970,Outflow,2015,2016
12/23/15,12,23,15,968.49,Outflow,2015,2016
12/22/15,12,22,15,950.85,Outflow,2015,2016
12/21/15,12,21,15,838.92,Outflow,2015,2016
12/20/15,12,20,15,858.58,Outflow,2015,2016
12/19/15,12,19,15,858.58,Outflow,2015,2016
12/18/15,12,18,15,856.06,Outflow,2015,2016
12/17/15,12,17,15,864.63,Outflow,2015,2016
12/16/15,12,16,15,1289.64,Outflow,2015,2016
12/15/15,12,15,15,769.35,Outflow,2015,2016
12/14/15,12,14,15,1173.18,Outflow,2015,2016
12/13/15,12,13,15,1259.9,Outflow,2015,2016
12/12/15,12,12,15,1862.37,Outflow,2015,2016
12/11/15,12,11,15,1907.74,Outflow,2015,2016
12/10/15,12,10,15,1950.09,Outflow,2015,2016
12/9/15,12,9,15,2003.53,Outflow,2015,2016
12/8/15,12,8,15,1689.44,Outflow,2015,2016
12/7/15,12,7,15,1745.15,Outflow,2015,2016
12/6/15,12,6,15,2028.14,Outflow,2015,2016
12/5/15,12,5,15,2202.63,Outflow,2015,2016
12/4/15,12,4,15,2124.48,Outflow,2015,2016
12/3/15,12,3,15,2149.23,Outflow,2015,2016
12/2/15,12,2,15,2124.53,Outflow,2015,2016
12/1/15,12,1,15,1827.58,Outflow,2015,2016
11/30/15,11,30,15,1501.89,Outflow,2015,2016
11/29/15,11,29,15,1813.92,Outflow,2015,2016
11/28/15,11,28,15,1796.83,Outflow,2015,2016
11/27/15,11,27,15,1851.88,Outflow,2015,2016
11/26/15,11,26,15,2116.61,Outflow,2015,2016
11/25/15,11,25,15,1128.16,Outflow,2015,2016
11/24/15,11,24,15,1529.22,Outflow,2015,2016
11/23/15,11,23,15,1038.02,Outflow,2015,2016
11/22/15,11,22,15,648.3,Outflow,2015,2016
11/21/15,11,21,15,1501.34,Outflow,2015,2016
11/20/15,11,20,15,1540.92,Outflow,2015,2016
11/19/15,11,19,15,1525.79,Outflow,2015,2016
11/18/15,11,18,15,1548.43,Outflow,2015,2016
11/17/15,11,17,15,1522.51,Outflow,2015,2016
11/16/15,11,16,15,1707.04,Outflow,2015,2016
11/15/15,11,15,15,1827.03,Outflow,2015,2016
11/14/15,11,14,15,1821.08,Outflow,2015,2016
11/13/15,11,13,15,1923.57,Outflow,2015,2016
11/12/15,11,12,15,2019.87,Outflow,2015,2016
11/11/15,11,11,15,2111.12,Outflow,2015,2016
11/10/15,11,10,15,2235.75,Outflow,2015,2016
11/9/15,11,9,15,2481.53,Outflow,2015,2016
11/8/15,11,8,15,2829.4,Outflow,2015,2016
11/7/15,11,7,15,2829.9,Outflow,2015,2016
11/6/15,11,6,15,2809.73,Outflow,2015,2016
11/5/15,11,5,15,1865.49,Outflow,2015,2016
11/4/15,11,4,15,1818,Outflow,2015,2016
11/3/15,11,3,15,2356.49,Outflow,2015,2016
11/2/15,11,2,15,1967.79,Outflow,2015,2016
11/1/15,11,1,15,2020.17,Outflow,2015,2016
10/31/15,10,31,15,2533.4,Outflow,2015,2016
10/30/15,10,30,15,2540.46,Outflow,2015,2016
10/29/15,10,29,15,2780.04,Outflow,2015,2016
10/28/15,10,28,15,2758.51,Outflow,2015,2016
10/27/15,10,27,15,2758.01,Outflow,2015,2016
10/26/15,10,26,15,2770.21,Outflow,2015,2016
10/25/15,10,25,15,2721.3,Outflow,2015,2016
10/24/15,10,24,15,2787.8,Outflow,2015,2016
10/23/15,10,23,15,2701.64,Outflow,2015,2016
10/22/15,10,22,15,2580.24,Outflow,2015,2016
10/21/15,10,21,15,2523.72,Outflow,2015,2016
10/20/15,10,20,15,2566.07,Outflow,2015,2016
10/19/15,10,19,15,2552.71,Outflow,2015,2016
10/18/15,10,18,15,2569.25,Outflow,2015,2016
10/17/15,10,17,15,2368.59,Outflow,2015,2016
10/16/15,10,16,15,2275.83,Outflow,2015,2016
10/15/15,10,15,15,2310.11,Outflow,2015,2016
10/14/15,10,14,15,2295.44,Outflow,2015,2016
10/13/15,10,13,15,2289.95,Outflow,2015,2016
10/12/15,10,12,15,2217.35,Outflow,2015,2016
10/11/15,10,11,15,2196.12,Outflow,2015,2016
10/10/15,10,10,15,2208.22,Outflow,2015,2016
10/9/15,10,9,15,2125.59,Outflow,2015,2016
10/8/15,10,8,15,1770.01,Outflow,2015,2016
10/7/15,10,7,15,1727.86,Outflow,2015,2016
10/6/15,10,6,15,1611.35,Outflow,2015,2016
10/5/15,10,5,15,1544.75,Outflow,2015,2016
10/4/15,10,4,15,1411.8,Outflow,2015,2016
10/3/15,10,3,15,1411.8,Outflow,2015,2016
10/2/15,10,2,15,1411.75,Outflow,2015,2016
10/1/15,10,1,15,1331.59,Outflow,2015,2016
9/30/15,9,30,15,1436.25,Outflow,2015,2015
