Date,Month,Day,YearShort,Flow,type,Year,waterYear
1/7/14,1,7,14,838.92,Outflow,2014,2014
1/6/14,1,6,14,889.34,Outflow,2014,2014
1/5/14,1,5,14,970,Outflow,2014,2014
1/4/14,1,4,14,1009.33,Outflow,2014,2014
1/3/14,1,3,14,1134.86,Outflow,2014,2014
1/2/14,1,2,14,3373.33,Outflow,2014,2014
1/1/14,1,1,14,3312.33,Outflow,2014,2014
12/31/13,12,31,13,3455.01,Outflow,2013,2014
12/30/13,12,30,13,3415.68,Outflow,2013,2014
12/29/13,12,29,13,3164.61,Outflow,2013,2014
12/28/13,12,28,13,3226.62,Outflow,2013,2014
12/27/13,12,27,13,3278.05,Outflow,2013,2014
12/26/13,12,26,13,3400.05,Outflow,2013,2014
12/25/13,12,25,13,3358.21,Outflow,2013,2014
12/24/13,12,24,13,3273.01,Outflow,2013,2014
12/23/13,12,23,13,1774.64,Outflow,2013,2014
12/22/13,12,22,13,874.21,Outflow,2013,2014
12/21/13,12,21,13,855.05,Outflow,2013,2014
12/20/13,12,20,13,619.61,Outflow,2013,2014
12/19/13,12,19,13,621.13,Outflow,2013,2014
12/18/13,12,18,13,717.42,Outflow,2013,2014
12/17/13,12,17,13,3625.92,Outflow,2013,2014
12/16/13,12,16,13,3618.86,Outflow,2013,2014
12/15/13,12,15,13,3509.46,Outflow,2013,2014
12/14/13,12,14,13,3485.76,Outflow,2013,2014
12/13/13,12,13,13,3514,Outflow,2013,2014
12/12/13,12,12,13,3468.62,Outflow,2013,2014
12/11/13,12,11,13,3528.62,Outflow,2013,2014
12/10/13,12,10,13,3452.99,Outflow,2013,2014
12/9/13,12,9,13,3785.23,Outflow,2013,2014
12/8/13,12,8,13,1017.9,Outflow,2013,2014
12/7/13,12,7,13,1019.41,Outflow,2013,2014
12/6/13,12,6,13,1016.39,Outflow,2013,2014
12/5/13,12,5,13,1016.89,Outflow,2013,2014
12/4/13,12,4,13,3461.56,Outflow,2013,2014
12/3/13,12,3,13,3451.98,Outflow,2013,2014
12/2/13,12,2,13,3448.96,Outflow,2013,2014
12/1/13,12,1,13,3475.68,Outflow,2013,2014
11/30/13,11,30,13,3467.61,Outflow,2013,2014
11/29/13,11,29,13,3462.57,Outflow,2013,2014
11/28/13,11,28,13,3446.94,Outflow,2013,2014
11/27/13,11,27,13,3430.81,Outflow,2013,2014
11/26/13,11,26,13,3422.24,Outflow,2013,2014
11/25/13,11,25,13,1663.73,Outflow,2013,2014
11/24/13,11,24,13,884.8,Outflow,2013,2014
11/23/13,11,23,13,860.1,Outflow,2013,2014
11/22/13,11,22,13,865.64,Outflow,2013,2014
11/21/13,11,21,13,869.68,Outflow,2013,2014
11/20/13,11,20,13,3883.54,Outflow,2013,2014
11/19/13,11,19,13,3605.75,Outflow,2013,2014
11/18/13,11,18,13,3585.08,Outflow,2013,2014
11/17/13,11,17,13,3621.89,Outflow,2013,2014
11/16/13,11,16,13,3626.93,Outflow,2013,2014
11/15/13,11,15,13,3610.79,Outflow,2013,2014
11/14/13,11,14,13,3579.03,Outflow,2013,2014
11/13/13,11,13,13,3599.7,Outflow,2013,2014
11/12/13,11,12,13,3572.48,Outflow,2013,2014
11/11/13,11,11,13,3578.53,Outflow,2013,2014
11/10/13,11,10,13,5213.01,Outflow,2013,2014
11/9/13,11,9,13,6734.57,Outflow,2013,2014
11/8/13,11,8,13,4567.69,Outflow,2013,2014
11/7/13,11,7,13,4074.12,Outflow,2013,2014
11/6/13,11,6,13,3589.11,Outflow,2013,2014
11/5/13,11,5,13,2741.62,Outflow,2013,2014
11/4/13,11,4,13,3464.08,Outflow,2013,2014
11/3/13,11,3,13,3777.17,Outflow,2013,2014
11/2/13,11,2,13,3449.46,Outflow,2013,2014
11/1/13,11,1,13,3464.59,Outflow,2013,2014
10/31/13,10,31,13,3466.6,Outflow,2013,2014
10/30/13,10,30,13,2484,Outflow,2013,2014
10/29/13,10,29,13,1070.84,Outflow,2013,2014
10/28/13,10,28,13,4594.41,Outflow,2013,2014
10/27/13,10,27,13,4610.54,Outflow,2013,2014
10/26/13,10,26,13,4874.72,Outflow,2013,2014
10/25/13,10,25,13,4840.44,Outflow,2013,2014
10/24/13,10,24,13,4829.35,Outflow,2013,2014
10/23/13,10,23,13,4789.02,Outflow,2013,2014
10/22/13,10,22,13,4825.31,Outflow,2013,2014
10/21/13,10,21,13,4815.74,Outflow,2013,2014
10/20/13,10,20,13,4535.93,Outflow,2013,2014
10/19/13,10,19,13,4601.47,Outflow,2013,2014
10/18/13,10,18,13,4279.31,Outflow,2013,2014
10/17/13,10,17,13,2049.92,Outflow,2013,2014
10/16/13,10,16,13,2024.71,Outflow,2013,2014
10/15/13,10,15,13,1876.48,Outflow,2013,2014
10/14/13,10,14,13,1886.06,Outflow,2013,2014
10/13/13,10,13,13,1860.35,Outflow,2013,2014
10/12/13,10,12,13,1889.09,Outflow,2013,2014
10/11/13,10,11,13,1892.11,Outflow,2013,2014
10/10/13,10,10,13,2232.93,Outflow,2013,2014
10/9/13,10,9,13,2276.79,Outflow,2013,2014
10/8/13,10,8,13,2268.22,Outflow,2013,2014
10/7/13,10,7,13,2233.43,Outflow,2013,2014
10/6/13,10,6,13,2166.88,Outflow,2013,2014
10/5/13,10,5,13,2250.07,Outflow,2013,2014
10/4/13,10,4,13,2252.08,Outflow,2013,2014
10/3/13,10,3,13,2183.52,Outflow,2013,2014
10/2/13,10,2,13,2502.65,Outflow,2013,2014
10/1/13,10,1,13,2148.23,Outflow,2013,2014
9/30/13,9,30,13,2047.9,Outflow,2013,2013
9/29/13,9,29,13,1106.13,Outflow,2013,2013
9/28/13,9,28,13,1109.66,Outflow,2013,2013
9/27/13,9,27,13,2072.1,Outflow,2013,2013
9/26/13,9,26,13,1868.92,Outflow,2013,2013
9/25/13,9,25,13,2202.68,Outflow,2013,2013
9/24/13,9,24,13,4507.69,Outflow,2013,2013
9/23/13,9,23,13,2525.84,Outflow,2013,2013
9/22/13,9,22,13,2522.31,Outflow,2013,2013
9/21/13,9,21,13,2522.82,Outflow,2013,2013
9/20/13,9,20,13,2684.15,Outflow,2013,2013
9/19/13,9,19,13,2486.52,Outflow,2013,2013
9/18/13,9,18,13,2746.16,Outflow,2013,2013
9/17/13,9,17,13,2867.16,Outflow,2013,2013
9/16/13,9,16,13,3272,Outflow,2013,2013
9/15/13,9,15,13,2000.51,Outflow,2013,2013
9/14/13,9,14,13,2013.61,Outflow,2013,2013
9/13/13,9,13,13,2472.91,Outflow,2013,2013
9/12/13,9,12,13,2237.46,Outflow,2013,2013
9/11/13,9,11,13,3085.46,Outflow,2013,2013
9/10/13,9,10,13,3938.5,Outflow,2013,2013
9/9/13,9,9,13,2693.73,Outflow,2013,2013
9/8/13,9,8,13,6480.47,Outflow,2013,2013
9/7/13,9,7,13,6458.79,Outflow,2013,2013
9/6/13,9,6,13,7539.21,Outflow,2013,2013
9/5/13,9,5,13,7892.12,Outflow,2013,2013
9/4/13,9,4,13,7761.04,Outflow,2013,2013
9/3/13,9,3,13,6354.43,Outflow,2013,2013
9/2/13,9,2,13,4064.54,Outflow,2013,2013
9/1/13,9,1,13,4061.01,Outflow,2013,2013
8/31/13,8,31,13,4054.46,Outflow,2013,2013
8/30/13,8,30,13,6724.99,Outflow,2013,2013
8/29/13,8,29,13,6680.62,Outflow,2013,2013
8/28/13,8,28,13,6758.77,Outflow,2013,2013
8/27/13,8,27,13,6896.91,Outflow,2013,2013
8/26/13,8,26,13,6845.99,Outflow,2013,2013
8/25/13,8,25,13,6260.66,Outflow,2013,2013
8/24/13,8,24,13,6370.06,Outflow,2013,2013
8/23/13,8,23,13,6945.31,Outflow,2013,2013
8/22/13,8,22,13,7259.9,Outflow,2013,2013
8/21/13,8,21,13,7521.06,Outflow,2013,2013
8/20/13,8,20,13,7492.83,Outflow,2013,2013
8/19/13,8,19,13,7625.92,Outflow,2013,2013
8/18/13,8,18,13,7679.37,Outflow,2013,2013
8/17/13,8,17,13,7649.12,Outflow,2013,2013
8/16/13,8,16,13,7535.17,Outflow,2013,2013
8/15/13,8,15,13,7403.08,Outflow,2013,2013
8/14/13,8,14,13,7584.08,Outflow,2013,2013
8/13/13,8,13,13,7452.49,Outflow,2013,2013
8/12/13,8,12,13,7397.04,Outflow,2013,2013
8/11/13,8,11,13,6985.14,Outflow,2013,2013
8/10/13,8,10,13,5661.72,Outflow,2013,2013
8/9/13,8,9,13,7360.74,Outflow,2013,2013
8/8/13,8,8,13,7606.26,Outflow,2013,2013
8/7/13,8,7,13,8145.21,Outflow,2013,2013
8/6/13,8,6,13,8182.52,Outflow,2013,2013
8/5/13,8,5,13,8082.69,Outflow,2013,2013
8/4/13,8,4,13,6088.74,Outflow,2013,2013
8/3/13,8,3,13,6080.17,Outflow,2013,2013
8/2/13,8,2,13,7924.89,Outflow,2013,2013
8/1/13,8,1,13,7797.84,Outflow,2013,2013
7/31/13,7,31,13,7480.73,Outflow,2013,2013
7/30/13,7,30,13,7386.45,Outflow,2013,2013
7/29/13,7,29,13,8754.23,Outflow,2013,2013
7/28/13,7,28,13,9138.91,Outflow,2013,2013
7/27/13,7,27,13,9282.09,Outflow,2013,2013
7/26/13,7,26,13,8903.47,Outflow,2013,2013
7/25/13,7,25,13,8863.64,Outflow,2013,2013
7/24/13,7,24,13,8918.59,Outflow,2013,2013
7/23/13,7,23,13,8384.68,Outflow,2013,2013
7/22/13,7,22,13,6363,Outflow,2013,2013
7/21/13,7,21,13,8956.4,Outflow,2013,2013
7/20/13,7,20,13,8969.01,Outflow,2013,2013
7/19/13,7,19,13,8939.26,Outflow,2013,2013
7/18/13,7,18,13,5044.63,Outflow,2013,2013
7/17/13,7,17,13,6086.72,Outflow,2013,2013
7/16/13,7,16,13,6046.39,Outflow,2013,2013
7/15/13,7,15,13,5915.31,Outflow,2013,2013
7/14/13,7,14,13,8741.63,Outflow,2013,2013
7/13/13,7,13,13,8877.75,Outflow,2013,2013
7/12/13,7,12,13,8898.93,Outflow,2013,2013
7/11/13,7,11,13,8066.06,Outflow,2013,2013
7/10/13,7,10,13,7819.02,Outflow,2013,2013
7/9/13,7,9,13,7689.45,Outflow,2013,2013
7/8/13,7,8,13,7807.42,Outflow,2013,2013
7/7/13,7,7,13,7448.96,Outflow,2013,2013
7/6/13,7,6,13,7018.41,Outflow,2013,2013
7/5/13,7,5,13,8223.35,Outflow,2013,2013
7/4/13,7,4,13,7682.89,Outflow,2013,2013
7/3/13,7,3,13,8446.19,Outflow,2013,2013
7/2/13,7,2,13,8916.07,Outflow,2013,2013
7/1/13,7,1,13,8915.06,Outflow,2013,2013
6/30/13,6,30,13,8944.3,Outflow,2013,2013
6/29/13,6,29,13,8945.81,Outflow,2013,2013
6/28/13,6,28,13,8699.79,Outflow,2013,2013
6/27/13,6,27,13,8145.21,Outflow,2013,2013
6/26/13,6,26,13,8144.71,Outflow,2013,2013
6/25/13,6,25,13,8394.26,Outflow,2013,2013
6/24/13,6,24,13,9610.8,Outflow,2013,2013
6/23/13,6,23,13,9616.35,Outflow,2013,2013
6/22/13,6,22,13,9482.24,Outflow,2013,2013
6/21/13,6,21,13,6673.57,Outflow,2013,2013
6/20/13,6,20,13,5360.23,Outflow,2013,2013
6/19/13,6,19,13,4881.28,Outflow,2013,2013
6/18/13,6,18,13,4881.28,Outflow,2013,2013
6/17/13,6,17,13,4876.23,Outflow,2013,2013
6/16/13,6,16,13,4680.12,Outflow,2013,2013
6/15/13,6,15,13,4351.91,Outflow,2013,2013
6/14/13,6,14,13,4353.42,Outflow,2013,2013
6/13/13,6,13,13,4332.25,Outflow,2013,2013
6/12/13,6,12,13,4384.17,Outflow,2013,2013
6/11/13,6,11,13,4320.15,Outflow,2013,2013
6/10/13,6,10,13,4009.58,Outflow,2013,2013
6/9/13,6,9,13,3488.79,Outflow,2013,2013
6/8/13,6,8,13,4154.78,Outflow,2013,2013
6/7/13,6,7,13,4867.67,Outflow,2013,2013
6/6/13,6,6,13,3895.64,Outflow,2013,2013
6/5/13,6,5,13,3439.38,Outflow,2013,2013
6/4/13,6,4,13,4194.61,Outflow,2013,2013
6/3/13,6,3,13,6029.75,Outflow,2013,2013
6/2/13,6,2,13,6028.24,Outflow,2013,2013
6/1/13,6,1,13,6023.2,Outflow,2013,2013
5/31/13,5,31,13,4300.99,Outflow,2013,2013
5/30/13,5,30,13,4373.08,Outflow,2013,2013
5/29/13,5,29,13,4290.4,Outflow,2013,2013
5/28/13,5,28,13,5420.73,Outflow,2013,2013
5/27/13,5,27,13,7365.27,Outflow,2013,2013
5/26/13,5,26,13,8564.67,Outflow,2013,2013
5/25/13,5,25,13,6552.06,Outflow,2013,2013
5/24/13,5,24,13,5834.64,Outflow,2013,2013
5/23/13,5,23,13,5829.1,Outflow,2013,2013
5/22/13,5,22,13,5827.58,Outflow,2013,2013
5/21/13,5,21,13,4511.22,Outflow,2013,2013
5/20/13,5,20,13,5984.88,Outflow,2013,2013
5/19/13,5,19,13,5793.81,Outflow,2013,2013
5/18/13,5,18,13,5794.81,Outflow,2013,2013
5/17/13,5,17,13,5796.33,Outflow,2013,2013
5/16/13,5,16,13,5796.83,Outflow,2013,2013
5/15/13,5,15,13,5797.33,Outflow,2013,2013
5/14/13,5,14,13,5897.66,Outflow,2013,2013
5/13/13,5,13,13,6763.81,Outflow,2013,2013
5/12/13,5,12,13,7127.31,Outflow,2013,2013
5/11/13,5,11,13,7122.27,Outflow,2013,2013
5/10/13,5,10,13,7118.74,Outflow,2013,2013
5/9/13,5,9,13,7782.72,Outflow,2013,2013
5/8/13,5,8,13,6596.93,Outflow,2013,2013
5/7/13,5,7,13,5203.44,Outflow,2013,2013
5/6/13,5,6,13,5203.94,Outflow,2013,2013
5/5/13,5,5,13,5278.05,Outflow,2013,2013
5/4/13,5,4,13,5307.29,Outflow,2013,2013
5/3/13,5,3,13,5579.54,Outflow,2013,2013
5/2/13,5,2,13,6253.1,Outflow,2013,2013
5/1/13,5,1,13,6776.42,Outflow,2013,2013
4/30/13,4,30,13,8875.74,Outflow,2013,2013
4/29/13,4,29,13,9102.61,Outflow,2013,2013
4/28/13,4,28,13,8850.53,Outflow,2013,2013
4/27/13,4,27,13,8851.03,Outflow,2013,2013
4/26/13,4,26,13,7819.02,Outflow,2013,2013
4/25/13,4,25,13,5882.04,Outflow,2013,2013
4/24/13,4,24,13,4298.97,Outflow,2013,2013
4/23/13,4,23,13,2863.63,Outflow,2013,2013
4/22/13,4,22,13,2829.85,Outflow,2013,2013
4/21/13,4,21,13,966.98,Outflow,2013,2013
4/20/13,4,20,13,1019.92,Outflow,2013,2013
4/19/13,4,19,13,2503.66,Outflow,2013,2013
4/18/13,4,18,13,1984.37,Outflow,2013,2013
4/17/13,4,17,13,2044.37,Outflow,2013,2013
4/16/13,4,16,13,1615.83,Outflow,2013,2013
4/15/13,4,15,13,1278.05,Outflow,2013,2013
4/14/13,4,14,13,2357.45,Outflow,2013,2013
4/13/13,4,13,13,1162.09,Outflow,2013,2013
4/12/13,4,12,13,1229.65,Outflow,2013,2013
4/11/13,4,11,13,1227.13,Outflow,2013,2013
4/10/13,4,10,13,2258.13,Outflow,2013,2013
4/9/13,4,9,13,2938.75,Outflow,2013,2013
4/8/13,4,8,13,2932.2,Outflow,2013,2013
4/7/13,4,7,13,1400.05,Outflow,2013,2013
4/6/13,4,6,13,1510.97,Outflow,2013,2013
4/5/13,4,5,13,2954.38,Outflow,2013,2013
4/4/13,4,4,13,3589.62,Outflow,2013,2013
4/3/13,4,3,13,3357.71,Outflow,2013,2013
4/2/13,4,2,13,3170.16,Outflow,2013,2013
4/1/13,4,1,13,2791.53,Outflow,2013,2013
3/31/13,3,31,13,1362.24,Outflow,2013,2013
3/30/13,3,30,13,1390.98,Outflow,2013,2013
3/29/13,3,29,13,2203.18,Outflow,2013,2013
3/28/13,3,28,13,1538.7,Outflow,2013,2013
3/27/13,3,27,13,2068.06,Outflow,2013,2013
3/26/13,3,26,13,2072.1,Outflow,2013,2013
3/25/13,3,25,13,2854.05,Outflow,2013,2013
3/24/13,3,24,13,1536.68,Outflow,2013,2013
3/23/13,3,23,13,1548.28,Outflow,2013,2013
3/22/13,3,22,13,2760.28,Outflow,2013,2013
3/21/13,3,21,13,2774.39,Outflow,2013,2013
3/20/13,3,20,13,2784.98,Outflow,2013,2013
3/19/13,3,19,13,4227.89,Outflow,2013,2013
3/18/13,3,18,13,4882.79,Outflow,2013,2013
3/17/13,3,17,13,3410.14,Outflow,2013,2013
3/16/13,3,16,13,4333.76,Outflow,2013,2013
3/15/13,3,15,13,5281.58,Outflow,2013,2013
3/14/13,3,14,13,5281.08,Outflow,2013,2013
3/13/13,3,13,13,4814.73,Outflow,2013,2013
3/12/13,3,12,13,4456.27,Outflow,2013,2013
3/11/13,3,11,13,3754.98,Outflow,2013,2013
3/10/13,3,10,13,3349.14,Outflow,2013,2013
3/9/13,3,9,13,3415.68,Outflow,2013,2013
3/8/13,3,8,13,1931.44,Outflow,2013,2013
3/7/13,3,7,13,3230.15,Outflow,2013,2013
3/6/13,3,6,13,1983.36,Outflow,2013,2013
3/5/13,3,5,13,2535.42,Outflow,2013,2013
3/4/13,3,4,13,1928.41,Outflow,2013,2013
3/3/13,3,3,13,1343.08,Outflow,2013,2013
3/2/13,3,2,13,1409.63,Outflow,2013,2013
3/1/13,3,1,13,1439.88,Outflow,2013,2013
2/28/13,2,28,13,1482.23,Outflow,2013,2013
2/27/13,2,27,13,1535.67,Outflow,2013,2013
2/26/13,2,26,13,1705.57,Outflow,2013,2013
2/25/13,2,25,13,1145.96,Outflow,2013,2013
2/24/13,2,24,13,917.07,Outflow,2013,2013
2/23/13,2,23,13,990.67,Outflow,2013,2013
2/22/13,2,22,13,1045.12,Outflow,2013,2013
2/21/13,2,21,13,1080.92,Outflow,2013,2013
2/20/13,2,20,13,1090.5,Outflow,2013,2013
2/19/13,2,19,13,1101.08,Outflow,2013,2013
2/18/13,2,18,13,1060.25,Outflow,2013,2013
2/17/13,2,17,13,1030,Outflow,2013,2013
2/16/13,2,16,13,1031.01,Outflow,2013,2013
2/15/13,2,15,13,1305.77,Outflow,2013,2013
2/14/13,2,14,13,1401.56,Outflow,2013,2013
2/13/13,2,13,13,1415.18,Outflow,2013,2013
2/12/13,2,12,13,1602.72,Outflow,2013,2013
2/11/13,2,11,13,1214.52,Outflow,2013,2013
2/10/13,2,10,13,1347.62,Outflow,2013,2013
2/9/13,2,9,13,1510.46,Outflow,2013,2013
2/8/13,2,8,13,1381.9,Outflow,2013,2013
2/7/13,2,7,13,1393.5,Outflow,2013,2013
2/6/13,2,6,13,1641.04,Outflow,2013,2013
2/5/13,2,5,13,1371.82,Outflow,2013,2013
2/4/13,2,4,13,1383.92,Outflow,2013,2013
2/3/13,2,3,13,1384.93,Outflow,2013,2013
2/2/13,2,2,13,1358.21,Outflow,2013,2013
2/1/13,2,1,13,1383.42,Outflow,2013,2013
1/31/13,1,31,13,1478.7,Outflow,2013,2013
1/30/13,1,30,13,1500.38,Outflow,2013,2013
1/29/13,1,29,13,1484.75,Outflow,2013,2013
1/28/13,1,28,13,1590.63,Outflow,2013,2013
1/27/13,1,27,13,1600.71,Outflow,2013,2013
1/26/13,1,26,13,1591.13,Outflow,2013,2013
1/25/13,1,25,13,1699.02,Outflow,2013,2013
1/24/13,1,24,13,1561.38,Outflow,2013,2013
1/23/13,1,23,13,1598.19,Outflow,2013,2013
1/22/13,1,22,13,1595.16,Outflow,2013,2013
1/21/13,1,21,13,1587.6,Outflow,2013,2013
1/20/13,1,20,13,1567.94,Outflow,2013,2013
1/19/13,1,19,13,1605.75,Outflow,2013,2013
1/18/13,1,18,13,1762.04,Outflow,2013,2013
1/17/13,1,17,13,1470.13,Outflow,2013,2013
1/16/13,1,16,13,1708.09,Outflow,2013,2013
1/15/13,1,15,13,2690.7,Outflow,2013,2013
1/14/13,1,14,13,2340.31,Outflow,2013,2013
1/13/13,1,13,13,1528.61,Outflow,2013,2013
1/12/13,1,12,13,1333,Outflow,2013,2013
1/11/13,1,11,13,2953.37,Outflow,2013,2013
1/10/13,1,10,13,2967.49,Outflow,2013,2013
1/9/13,1,9,13,2995.22,Outflow,2013,2013
1/8/13,1,8,13,2979.08,Outflow,2013,2013
1/7/13,1,7,13,3450.47,Outflow,2013,2013
1/6/13,1,6,13,1671.8,Outflow,2013,2013
1/5/13,1,5,13,1216.03,Outflow,2013,2013
1/4/13,1,4,13,2953.87,Outflow,2013,2013
1/3/13,1,3,13,2897.91,Outflow,2013,2013
1/2/13,1,2,13,2896.9,Outflow,2013,2013
1/1/13,1,1,13,2920.09,Outflow,2013,2013
12/31/12,12,31,12,2924.63,Outflow,2012,2013
12/30/12,12,30,12,1268.47,Outflow,2012,2013
12/29/12,12,29,12,1471.64,Outflow,2012,2013
12/28/12,12,28,12,2942.28,Outflow,2012,2013
12/27/12,12,27,12,2959.42,Outflow,2012,2013
12/26/12,12,26,12,2961.94,Outflow,2012,2013
12/25/12,12,25,12,2942.78,Outflow,2012,2013
12/24/12,12,24,12,2974.54,Outflow,2012,2013
12/23/12,12,23,12,773.89,Outflow,2012,2013
12/22/12,12,22,12,1716.67,Outflow,2012,2013
12/21/12,12,21,12,2993.7,Outflow,2012,2013
12/20/12,12,20,12,2991.18,Outflow,2012,2013
12/19/12,12,19,12,2741.62,Outflow,2012,2013
12/18/12,12,18,12,2741.62,Outflow,2012,2013
12/17/12,12,17,12,2486.52,Outflow,2012,2013
12/16/12,12,16,12,3155.54,Outflow,2012,2013
12/15/12,12,15,12,2359.47,Outflow,2012,2013
12/14/12,12,14,12,2390.73,Outflow,2012,2013
12/13/12,12,13,12,2100.83,Outflow,2012,2013
12/12/12,12,12,12,2125.54,Outflow,2012,2013
12/11/12,12,11,12,2146.21,Outflow,2012,2013
12/10/12,12,10,12,3437.87,Outflow,2012,2013
12/9/12,12,9,12,1687.93,Outflow,2012,2013
12/8/12,12,8,12,1668.77,Outflow,2012,2013
12/7/12,12,7,12,1811.45,Outflow,2012,2013
12/6/12,12,6,12,3308.8,Outflow,2012,2013
12/5/12,12,5,12,3352.66,Outflow,2012,2013
12/4/12,12,4,12,4538.45,Outflow,2012,2013
12/3/12,12,3,12,2965.97,Outflow,2012,2013
12/2/12,12,2,12,1545.76,Outflow,2012,2013
12/1/12,12,1,12,1731.79,Outflow,2012,2013
11/30/12,11,30,12,1853.29,Outflow,2012,2013
11/29/12,11,29,12,3972.28,Outflow,2012,2013
11/28/12,11,28,12,5638.52,Outflow,2012,2013
11/27/12,11,27,12,5638.02,Outflow,2012,2013
11/26/12,11,26,12,5357.71,Outflow,2012,2013
11/25/12,11,25,12,5603.23,Outflow,2012,2013
11/24/12,11,24,12,3844.72,Outflow,2012,2013
11/23/12,11,23,12,2320.65,Outflow,2012,2013
11/22/12,11,22,12,1203.43,Outflow,2012,2013
11/21/12,11,21,12,4174.95,Outflow,2012,2013
11/20/12,11,20,12,3744.9,Outflow,2012,2013
11/19/12,11,19,12,4039.33,Outflow,2012,2013
11/18/12,11,18,12,4153.27,Outflow,2012,2013
11/17/12,11,17,12,3862.87,Outflow,2012,2013
11/16/12,11,16,12,4181.5,Outflow,2012,2013
11/15/12,11,15,12,4144.19,Outflow,2012,2013
11/14/12,11,14,12,4369.56,Outflow,2012,2013
11/13/12,11,13,12,4073.11,Outflow,2012,2013
11/12/12,11,12,12,4157.81,Outflow,2012,2013
11/11/12,11,11,12,3247.8,Outflow,2012,2013
11/10/12,11,10,12,4042.86,Outflow,2012,2013
11/9/12,11,9,12,4212.26,Outflow,2012,2013
11/8/12,11,8,12,4198.14,Outflow,2012,2013
11/7/12,11,7,12,3801.37,Outflow,2012,2013
11/6/12,11,6,12,3935.98,Outflow,2012,2013
11/5/12,11,5,12,3965.22,Outflow,2012,2013
11/4/12,11,4,12,3244.77,Outflow,2012,2013
11/3/12,11,3,12,3708.1,Outflow,2012,2013
11/2/12,11,2,12,3713.14,Outflow,2012,2013
11/1/12,11,1,12,3703.56,Outflow,2012,2013
10/31/12,10,31,12,3714.65,Outflow,2012,2013
10/30/12,10,30,12,3472.65,Outflow,2012,2013
10/29/12,10,29,12,3031.01,Outflow,2012,2013
10/28/12,10,28,12,2372.07,Outflow,2012,2013
10/27/12,10,27,12,2969.5,Outflow,2012,2013
10/26/12,10,26,12,2751.71,Outflow,2012,2013
10/25/12,10,25,12,1640.03,Outflow,2012,2013
10/24/12,10,24,12,2993.2,Outflow,2012,2013
10/23/12,10,23,12,2819.26,Outflow,2012,2013
10/22/12,10,22,12,3240.24,Outflow,2012,2013
10/21/12,10,21,12,2995.22,Outflow,2012,2013
10/20/12,10,20,12,3302.25,Outflow,2012,2013
10/19/12,10,19,12,3266.45,Outflow,2012,2013
10/18/12,10,18,12,3259.39,Outflow,2012,2013
10/17/12,10,17,12,3032.52,Outflow,2012,2013
10/16/12,10,16,12,3009.33,Outflow,2012,2013
10/15/12,10,15,12,3525.09,Outflow,2012,2013
10/14/12,10,14,12,3702.55,Outflow,2012,2013
10/13/12,10,13,12,4522.82,Outflow,2012,2013
10/12/12,10,12,12,5725.75,Outflow,2012,2013
10/11/12,10,11,12,6367.04,Outflow,2012,2013
10/10/12,10,10,12,6343.85,Outflow,2012,2013
10/9/12,10,9,12,6347.88,Outflow,2012,2013
10/8/12,10,8,12,6358.47,Outflow,2012,2013
10/7/12,10,7,12,6338.8,Outflow,2012,2013
10/6/12,10,6,12,6320.15,Outflow,2012,2013
10/5/12,10,5,12,6307.54,Outflow,2012,2013
10/4/12,10,4,12,6307.04,Outflow,2012,2013
10/3/12,10,3,12,6199.15,Outflow,2012,2013
10/2/12,10,2,12,6316.12,Outflow,2012,2013
10/1/12,10,1,12,4043.36,Outflow,2012,2013
9/30/12,9,30,12,3925.89,Outflow,2012,2012
9/29/12,9,29,12,4183.52,Outflow,2012,2012
9/28/12,9,28,12,3922.87,Outflow,2012,2012
9/27/12,9,27,12,3920.85,Outflow,2012,2012
9/26/12,9,26,12,3918.33,Outflow,2012,2012
9/25/12,9,25,12,3916.82,Outflow,2012,2012
9/24/12,9,24,12,3915.31,Outflow,2012,2012
9/23/12,9,23,12,3914.3,Outflow,2012,2012
9/22/12,9,22,12,3929.42,Outflow,2012,2012
9/21/12,9,21,12,3774.65,Outflow,2012,2012
9/20/12,9,20,12,3896.65,Outflow,2012,2012
9/19/12,9,19,12,3904.72,Outflow,2012,2012
9/18/12,9,18,12,3896.65,Outflow,2012,2012
9/17/12,9,17,12,4465.85,Outflow,2012,2012
9/16/12,9,16,12,6494.08,Outflow,2012,2012
9/15/12,9,15,12,6458.79,Outflow,2012,2012
9/14/12,9,14,12,6457.28,Outflow,2012,2012
9/13/12,9,13,12,6474.42,Outflow,2012,2012
9/12/12,9,12,12,6475.43,Outflow,2012,2012
9/11/12,9,11,12,6481.98,Outflow,2012,2012
9/10/12,9,10,12,6479.46,Outflow,2012,2012
9/9/12,9,9,12,6475.43,Outflow,2012,2012
9/8/12,9,8,12,6466.86,Outflow,2012,2012
9/7/12,9,7,12,6458.79,Outflow,2012,2012
9/6/12,9,6,12,6420.48,Outflow,2012,2012
9/5/12,9,5,12,6417.96,Outflow,2012,2012
9/4/12,9,4,12,6403.34,Outflow,2012,2012
9/3/12,9,3,12,6384.68,Outflow,2012,2012
9/2/12,9,2,12,6407.87,Outflow,2012,2012
9/1/12,9,1,12,6399.81,Outflow,2012,2012
8/31/12,8,31,12,6191.59,Outflow,2012,2012
8/30/12,8,30,12,5982.36,Outflow,2012,2012
8/29/12,8,29,12,6390.23,Outflow,2012,2012
8/28/12,8,28,12,6391.24,Outflow,2012,2012
8/27/12,8,27,12,6401.82,Outflow,2012,2012
8/26/12,8,26,12,6379.14,Outflow,2012,2012
